locality,years_covered,n_obs,annual_growth_pct_poisson,cagr_pct,p_value_year,deviance_explained,trend_score
Stabio,2014-2025,12,7.333677148610951,17.690395624285273,0.0008566776038956092,0.582624011558451,4.272776399798254
Hausen (AG),2014-2025,12,5.5134200890380125,6.504108943996267,5.529840060669524e-10,0.769588992494664,4.243067411522604
Lachen,2014-2025,12,4.847216219181427,5.219047997422743,1.8794015116438697e-16,0.8749496794278527,4.241070277090278
Laax,2014-2025,12,5.958734854262815,6.504108943996267,1.0845902764059516e-09,0.7094143469029366,4.22721199500462
Meggen,2014-2025,12,5.6926314814232715,5.4888581454047625,4.973392503421211e-07,0.739882730057651,4.2118797216875805
Biel-Benken,2014-2025,12,9.285206318884631,13.431252219546263,0.003058933893436309,0.45218291910484865,4.198611697764039
Luzein,2014-2025,12,6.702230352351446,8.68669042424839,4.813844788200377e-05,0.6247944853785503,4.1875165638859215
Breil/Brigels,2014-2025,12,6.682407934581436,6.504108943996267,1.4448369146373788e-08,0.61846655007306,4.132845781481422
Tavannes,2014-2025,12,7.556441829613858,3.754823579391897,0.00011481914539192547,0.5442869981790186,4.112873040354898
Meilen,2014-2025,12,4.772138902203649,3.754823579391897,4.0754061809514784e-22,0.8614794446345959,4.111099571189549
Wangen-Brüttisellen,2014-2025,12,5.100362634865974,4.1945414564179995,1.7576916126066927e-17,0.8021015971341259,4.091009015389216
Herbetswil,2014-2025,12,8.913496450686708,4.753385601472959,0.0015422030060418864,0.4588681906490123,4.090119988683003
Lenzburg,2014-2025,12,5.873656848267794,7.092708649014923,4.665617413184604e-06,0.6918837743618826,4.063887869486042
Lindau,2014-2025,12,5.068305141208551,4.365356767031847,1.6379585827934813e-11,0.7940377984320931,4.024425856107297
Ennetbaden,2016-2025,10,5.914259940478894,8.00597388923061,4.711162784596911e-05,0.6771053933471021,4.00457730335497
Thun,2014-2025,12,4.548852984228535,4.5787917714882775,1.2970383038890275e-16,0.8783473407552985,3.995472922183938
Penthalaz,2014-2025,12,4.669197326118457,3.1061016501513494,3.6108468774830934e-14,0.8540007721172876,3.9874981216731373
Lema,2014-2025,12,5.489875451416815,6.504108943996267,1.0797566373141815e-07,0.7193080055943746,3.9489113619201457
Hombrechtikon,2014-2025,12,4.635480154955296,5.219047997422743,2.9810167744326604e-19,0.8479632703342534,3.930716911765425
Uesslingen-Buch,2015-2025,11,7.882626854892938,11.612317403390438,0.002752179633257491,0.4974210037881034,3.9209841626479056
Zumikon,2014-2025,12,5.227652788821846,3.754823579391897,1.0294670952781833e-20,0.7483237832248125,3.9119769123169057
Seengen,2014-2025,12,5.227652788821846,3.754823579391897,1.0294670952781833e-20,0.7483237832248125,3.9119769123169057
Cheseaux-sur-Lausanne,2014-2025,12,5.227652788821846,3.754823579391897,1.0294670952781833e-20,0.7483237832248125,3.9119769123169057
Regensdorf,2014-2025,12,5.401106696029778,5.952125578004597,1.413647666453048e-08,0.7104389267620634,3.83715644445479
Vionnaz,2014-2025,12,4.960444655423402,4.753385601472959,1.0899982181400763e-22,0.7732095539552672,3.835463199439718
Porza,2014-2025,12,5.450805785615365,8.68669042424839,5.786306294608479e-06,0.7020250380624546,3.8266021391176746
Stallikon,2014-2025,12,6.491453329613872,13.431252219546263,0.00036606737099931463,0.5891121384194019,3.824193952458575
Hérémence,2014-2025,12,7.399935197403229,10.50315033964666,4.4527655651767125e-06,0.5142954401061635,3.805752929105583
Schinznach,2014-2025,12,4.972232723053738,6.504108943996267,3.288254940660601e-08,0.7640706920464432,3.79913729771964
Gebenstorf,2014-2025,12,5.162058836118133,4.753385601472959,9.516801283408406e-10,0.7346771647440503,3.7924467499612424
Männedorf,2014-2025,12,4.119373872124643,4.753385601472959,4.4648706398229654e-33,0.9205149297600996,3.7919451505544055
Wauwil,2015-2025,11,7.241814984858919,7.177346253629313,0.0014052898166546203,0.5210181856308405,3.7731173040854262
Arogno,2014-2025,12,7.959805166593847,10.50315033964666,0.0019086572260031778,0.47230977506568594,3.7594937878006247
Pfäfers,2014-2025,12,4.748640527180603,5.0220016649013655,5.577140487962138e-09,0.7915912583911217,3.758982330557973
Schleitheim,2014-2025,12,4.8976127902999655,3.754823579391897,2.6091793173738134e-08,0.76610838296327,3.752102215156935
Boltigen,2014-2025,9,7.286489085849812,3.754823579391897,0.013405967235112037,0.5125688806122488,3.7348275543274063
Dällikon,2014-2025,12,5.002984730437365,6.504108943996267,6.402037722316263e-09,0.74637661268494,3.7341107964183187
Losone,2014-2025,12,4.5351087063236095,5.094082993811,2.2565969666473974e-10,0.8230664708170793,3.732695917685583
Schwyz,2014-2025,12,4.3038159636721085,4.753385601472959,1.1558385893937386e-22,0.8607925136265313,3.7046925615553064
Chavornay,2014-2025,12,5.329458715858126,6.504108943996267,1.6749029683181933e-05,0.694928626766945,3.703593426822414
Gryon,2014-2025,12,5.513420091167243,3.1061016501513494,4.911184306851756e-10,0.6699180122031442,3.693539427915637
Murten,2014-2025,12,5.406827095150324,4.975095809069874,2.5027053031114797e-07,0.6782707151212517,3.66729248036457
Evilard,2014-2025,12,7.5348430885728845,10.50315033964666,0.004865598978101992,0.4862287943253196,3.663657670387261
Galgenen,2014-2025,12,5.265849123035515,6.504108943996267,3.211788817732182e-05,0.69272483719548,3.647784476450738
Luzern,2014-2025,12,4.423582518973346,4.80925423266696,6.886209357926308e-11,0.8154930511326874,3.607400805334793
Rennaz,2019-2025,7,10.610474886201505,12.246204830937302,0.001942026580192724,0.33918157457623044,3.598877578903376
Neuenkirch,2014-2025,12,4.784844394439802,7.430929827963428,1.1213508699512238e-05,0.747287442291493,3.5756541292837074
Belp,2014-2025,12,5.606780544362411,5.881064141155412,8.66858694723019e-05,0.6332492665453768,3.5504896673983852
Oberdiessbach,2018-2025,8,11.243509578438427,10.408951367381224,0.051773180873894736,0.3140616653588604,3.5311553426826707
Lupfig,2015-2025,11,6.192751614754366,11.612317403390438,0.002712428423312109,0.564625400690135,3.4965848618551645
Vex,2014-2025,12,4.533510725648027,3.754823579391897,3.706824547644778e-13,0.7707616897453533,3.494256387379156
Unteriberg,2014-2025,12,4.682192639995453,3.754823579391897,5.410948657074561e-14,0.7459716421582561,3.492782932558708
Eggerberg,2014-2025,12,4.8783705793598475,3.754823579391897,8.0616434972104e-15,0.7155852693678193,3.4908901251072613
Wynigen,2014-2025,12,4.8783705793598475,3.754823579391897,8.0616434972104e-15,0.7155852693678193,3.4908901251072613
Leuzigen,2014-2025,12,4.8783705793598475,3.754823579391897,8.0616434972104e-15,0.7155852693678193,3.4908901251072613
Uitikon,2014-2025,12,7.478627195067578,13.431252219546263,0.003596122363153101,0.46672604610421176,3.490470101041322
Zürich,2014-2025,12,4.115701914947167,4.53416113283851,1.4284994982949062e-13,0.8410177443861142,3.4613783410744774
Winkel,2014-2025,12,4.940241757970876,3.754823579391897,1.377225682070334e-13,0.7002456388261629,3.4593827457660016
Trubschachen,2014-2025,12,4.940241757970876,3.754823579391897,1.377225682070334e-13,0.7002456388261629,3.4593827457660016
Romainmôtier-Envy,2014-2025,12,4.940241757970876,3.754823579391897,1.377225682070334e-13,0.7002456388261629,3.4593827457660016
Avenches,2014-2025,12,5.296635893219537,5.0220016649013655,0.0003881142893635439,0.6522934370304039,3.454960831486775
Laufen-Uhwiesen,2014-2025,12,6.043853262689658,10.50315033964666,0.0004951238910999247,0.5690087054292468,3.4390051208073715
Cureglia,2014-2025,12,6.043853262689658,10.50315033964666,0.0004951238910999247,0.5690087054292468,3.4390051208073715
Turtmann-Unterems,2014-2025,12,3.9404793348014167,3.1061016501513494,1.0151818481960449e-23,0.8709624446565819,3.4320095145573837
Freienbach,2014-2025,12,4.254580452054069,4.942136562819277,1.3164561605700446e-09,0.7997099126799199,3.402430161801853
Oberrieden,2014-2025,12,5.42186880874278,2.049293216846504,3.8050780804243496e-05,0.6248006134505062,3.387586957750654
Neunforn,2014-2025,12,8.315340593161435,10.50315033964666,0.0063896814498044276,0.40567282186435616,3.3733076831910287
Brusino Arsizio,2014-2025,12,5.21969824635462,4.753385601472959,0.00017851932296182436,0.6457111924645388,3.370417578958704
Alpthal,2014-2025,12,3.7991431953992016,3.1061016501513494,7.239624744033949e-29,0.8861931951574099,3.366774847191351
Bettmeralp,2014-2025,12,6.770762421805077,12.062609509010835,0.0038845716723713273,0.4952173833296548,3.3529992496730667
Hägendorf,2014-2025,12,6.063047466564719,2.6497904095038605,7.090175839612608e-06,0.5528902279105676,3.3521996956215574
Vilters-Wangs,2014-2025,12,7.192399651642378,6.504108943996267,0.001129373571959275,0.4645317108831225,3.3410977155326083
Laupersdorf,2014-2025,8,8.05995341242982,6.504108943996267,0.10399346996806197,0.4107848008646038,3.3109063575029674
Sursee,2014-2025,12,3.5921782549959813,4.431036924351561,1.0752480443289733e-28,0.9198457435445473,3.304249877911333
Adligenswil,2018-2025,8,4.332262748744586,3.2391184710001797,9.405834191972326e-16,0.7610719301634395,3.2971635721622103
Sennwald,2014-2025,12,6.561149530863886,6.504108943996267,3.364737867605687e-07,0.5025093747555313,3.2970391484319586
Lengnau (BE),2016-2025,10,6.28824438455764,6.415337715577629,0.00046824001093784907,0.5211341451245066,3.2770188616804248
La Baroche,2014-2025,12,7.489514372967787,6.504108943996267,4.139176595609687e-06,0.43667186661386725,3.2704602212752314
Ormont-Dessus,2014-2025,12,3.518472729036848,3.2956413242881455,1.7009046750720506e-51,0.9294359629099789,3.2701950888848637
Oron,2014-2025,12,4.869209709268252,6.504108943996267,1.8121079214143533e-05,0.6698536008285456,3.261657656942654
Belfaux,2014-2025,12,4.827463970249046,6.504108943996267,2.0838121459799474e-06,0.6754424928704346,3.260674298307221
Rohrbach,2015-2025,9,7.4573229601886615,14.869835499703509,0.06799179371903856,0.4339959484326297,3.2364479508755037
Waldenburg,2014-2025,12,3.84683615515764,3.754823579391897,2.607285307881299e-21,0.8390269185067333,3.2275990852622045
Faido,2014-2025,12,4.398201177113692,3.754823579391897,5.816138963114382e-13,0.7333380139262962,3.2253681160728527
Scuol,2014-2025,12,4.152255787507864,3.058167515075483,2.885132846092191e-12,0.7742638150604013,3.2149414071424696
Steckborn,2014-2025,12,5.893851608082534,7.650634159907366,0.00010356251909507475,0.5421019988845966,3.195068737870736
Flumenthal,2014-2025,12,5.865013738838032,10.50315033964666,0.0018746455272445504,0.5438837164337174,3.1898854692140404
Marthalen,2014-2025,12,5.865013738838032,10.50315033964666,0.0018746455272445504,0.5438837164337174,3.1898854692140404
Trient,2014-2025,12,5.865013738838032,10.50315033964666,0.0018746455272445504,0.5438837164337174,3.1898854692140404
Kirchlindach,2014-2025,12,6.03253659842522,8.68669042424839,0.0013629190320209733,0.5274037639496378,3.1815825081734057
Reichenbach im Kandertal,2014-2025,12,3.530650022751902,2.9373473687965834,6.215715310652232e-37,0.900839405658951,3.1805486680855855
Clos du Doubs,2014-2025,12,6.328903866491586,4.365356767031847,8.517413144919661e-05,0.5000327144166286,3.1646589796436837
Ramsen,2017-2025,9,6.824263523377727,9.05077326652577,0.010497931546577735,0.46236826564990197,3.155322889642049
Dardagny,2015-2025,11,4.9408373787447335,4.137974399241062,1.549359030075394e-07,0.6367638560859947,3.146146661583315
Brugg,2014-2025,12,3.8237394988094753,5.585283866751922,1.5500894968583868e-10,0.8221899425186687,3.1438401587325258
Winterthur,2014-2025,12,4.094863898248069,4.266054862125834,1.8206616841149144e-09,0.7670915375020624,3.1411354435688
Evolène,2014-2025,12,4.6904432267169005,5.0220016649013655,0.0005746441340661359,0.6663705148312544,3.1255730677741114
La Verrerie,2018-2025,8,7.736538266686255,10.408951367381224,0.08364861035944121,0.39852424228824146,3.0831980506651244
Kestenholz,2018-2025,8,7.736538266686255,10.408951367381224,0.08364861035944121,0.39852424228824146,3.0831980506651244
Belmont-Broye,2014-2025,12,5.888276789190483,4.753385601472959,0.011797308260654357,0.522718370282441,3.0779104470175733
Ingenbohl,2014-2025,12,3.4300523107462233,3.5682081421961387,2.2770598031171025e-41,0.8956334537838577,3.072069597732942
Wyssachen,2014-2025,12,6.635437873639627,10.50315033964666,0.004495174859649982,0.4615878718825217,3.0628376471020005
Montagny-près-Yverdon,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Eischoll,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Boussens,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Bösingen,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Champagne,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Hergiswil bei Willisau,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Corseaux,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Leuggern,2014-2025,12,6.233333924222051,6.504108943996267,0.003009951995514667,0.48986757568337147,3.053508177883572
Horw,2014-2025,12,3.553553044797697,4.753385601472959,3.616964597315438e-14,0.8569888997643126,3.0453555141153013
Flims,2014-2025,12,3.6152941663282423,4.295359566233037,8.488071566201616e-15,0.839742317369002,3.035915501203112
Leytron,2014-2025,12,4.7562068413882,6.504108943996267,0.0011755114610435984,0.6374946165851418,3.032056256750399
Uznach,2014-2025,12,4.402399277161062,4.1945414564179995,4.0295334605451534e-05,0.6883401917472549,3.030348362589022
Rapperswil (BE),2014-2025,12,5.376754959197805,10.50315033964666,0.0013796248037169305,0.5625760195496767,3.0248334030394854
Flaach,2014-2025,12,8.758448108577465,10.50315033964666,0.003895260154469487,0.34377441698218714,3.0109303921949575
Iseltwald,2020-2025,6,8.135578667752096,14.869835499703509,0.1182046382952345,0.36967360395361615,3.0075086863560765
Neunkirch,2020-2025,6,8.135578667752096,14.869835499703509,0.1182046382952345,0.36967360395361615,3.0075086863560765
Saint-Maurice,2014-2025,12,3.605907893449456,3.3994570872863505,1.4904839825181464e-14,0.8307084313340473,2.9954580897024563
Wilchingen,2014-2025,12,6.407931923265897,2.6497904095038605,0.0230929922235172,0.46353042922619947,2.970271434843707
Obersiggenthal,2014-2025,12,4.124955405135888,2.3109752547316065,7.493142132808563e-10,0.7198094770643122,2.969181993084472
Moosseedorf,2014-2025,12,5.072725869591732,3.754823579391897,1.8996815277986415e-17,0.582211679202498,2.953400246668954
Quinto,2014-2025,12,4.7805333142664,4.753385601472959,6.851814123106452e-05,0.6154528697774742,2.9421929473320754
Begnins,2016-2025,10,4.845265236502905,4.608191864321465,1.549281905970735e-05,0.6018775497633277,2.916256368499799
Elsau,2014-2025,12,7.534843088572729,2.6497904095038605,0.022320748426851573,0.3840681574721917,2.893893301870206
Baden,2014-2025,12,4.17926054413722,3.9280417981268467,3.869873743790834e-05,0.6916135639285844,2.8904332795168575
Zug,2014-2025,12,3.1000577535282625,3.1061016501513494,9.563170523112217e-63,0.9311895149393943,2.886741275792091
Romanshorn,2014-2025,12,4.385579504063752,4.266054862125834,1.593480039760317e-05,0.6569206292760412,2.880977647549669
Bourg-en-Lavaux,2014-2025,12,3.2688610875235335,2.6497904095038605,5.124875124759954e-22,0.8807296159041695,2.8789827700586876
Ebnat-Kappel,2014-2025,12,6.244606372100314,7.430929827963428,0.001474211155110753,0.46073957809826727,2.8771373052712503
Killwangen,2014-2025,11,6.615322570983295,10.50315033964666,0.015706963727109138,0.4347297163692716,2.8758773049748085
Nesslau,2014-2025,12,7.485708032600624,15.755791177065447,0.022086353026562658,0.3830297294095977,2.867248722166269
Lützelflüh,2018-2025,8,5.348175137943456,5.9634022667048425,0.002627316722288347,0.53378276899094,2.8547637341799605
Messen,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638295,0.5042320814423944,2.815262764781993
Fisibach,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638476,0.5042320814423937,2.8152627647819894
Remigen,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638476,0.5042320814423937,2.8152627647819894
Rüfenach,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638476,0.5042320814423937,2.8152627647819894
Echandens,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638476,0.5042320814423937,2.8152627647819894
Varen,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638476,0.5042320814423937,2.8152627647819894
Perroy,2014-2025,12,5.583267841127282,6.504108943996267,0.0007271695646638476,0.5042320814423937,2.8152627647819894
Wettswil am Albis,2014-2025,12,6.620191168259226,10.50315033964666,0.011056935297730292,0.4251598291581514,2.8146393460913957
Riehen,2014-2025,12,5.196635939377514,6.504108943996267,3.115837394728293e-07,0.5402065656871815,2.8072568539377074
Trub,2014-2025,12,5.758248350765527,8.007132240229708,0.00046143878644532303,0.4854398806809591,2.795283392326947
Horn,2014-2025,12,4.6457125738363025,2.049293216846504,2.5967539206357153e-05,0.5990252976117245,2.782899357160822
Zell (ZH),2014-2025,12,3.5145882602986456,3.1061016501513494,5.329591797114294e-12,0.7916720825092463,2.7824014071931775
Aarau,2014-2025,12,3.3486456121580632,3.1061016501513494,2.6200280370841517e-12,0.8304456873519376,2.7808683070866524
Gordola,2019-2025,7,10.245445410841224,30.76604860118306,0.17641104740806457,0.270784050619169,2.7743032087451627
Avegno Gordevio,2014-2025,12,7.04778801789272,20.80894444044472,0.018665018851327812,0.39308552365250704,2.7703834436052244
Kaltbrunn,2014-2025,12,3.181495565246073,3.754823579391897,2.876215962984828e-17,0.8704578112410541,2.7693576661972172
Cadenazzo,2014-2025,8,4.980024347357981,3.754823579391897,0.0025004731550162316,0.5549597243633559,2.7637129391325868
Hünenberg,2014-2025,12,3.245087790149803,2.9373473687965834,3.49998347752259e-22,0.8511603689733942,2.762090120814963
Blatten,2014-2025,12,7.8273665808006765,10.50315033964666,0.036730534353777704,0.35230240186951156,2.7576000467292245
Court,2014-2025,12,4.303815965474245,3.754823579391897,3.239261279788102e-08,0.640316709499718,2.75580527730482
Remetschwil,2014-2025,12,4.303815965474245,3.754823579391897,3.239261279788102e-08,0.640316709499718,2.75580527730482
Olten,2014-2025,12,3.4289024277484703,4.3282292363060915,3.226000305266026e-07,0.7970652506572288,2.7330589730525148
Escholzmatt-Marbach,2014-2025,12,3.037136661360895,3.2956413242881455,1.0350305887886168e-24,0.8986198714463215,2.7292313561970376
Heimberg,2014-2025,12,3.658269967046457,2.6497904095038605,3.7266910665833747e-20,0.7447709478154056,2.7245731907218227
Jonen,2014-2025,12,3.658269967046457,2.6497904095038605,3.7266910665833747e-20,0.7447709478154056,2.7245731907218227
Reutigen,2014-2025,12,3.658269967046457,2.6497904095038605,3.7266910665833747e-20,0.7447709478154056,2.7245731907218227
Risch,2014-2025,12,4.423734391299816,6.504108943996267,0.00224227204390206,0.6151712429599075,2.721354184020398
Richterswil,2014-2025,12,3.6481419793277903,3.4649829885560646,1.2469491860226276e-11,0.745654397968589,2.7202531112996002
Bubendorf,2014-2025,5,6.547778109577007,6.504108943996267,0.005422556223560101,0.4145436669149294,2.714339947689357
Beatenberg,2014-2025,12,4.427068640512899,5.219047997422743,5.150375963179603e-06,0.6033323319021309,2.6709936463714437
Muzzano,2017-2025,9,5.145168473844075,5.198950550864412,0.0002261630225029863,0.5084816912430297,2.616223967310553
Etagnières,2014-2025,12,4.303815959410073,3.754823579391897,1.7569438413276213e-06,0.6051073357385268,2.6042706087075813
Zeihen,2014-2025,12,4.303815959410073,3.754823579391897,1.7569438413276213e-06,0.6051073357385268,2.6042706087075813
Beckenried,2014-2025,12,4.209567761418143,4.1945414564179995,7.115411481202356e-06,0.6176143657446764,2.5998895230275036
Bäretswil,2014-2025,12,5.239472899559039,12.53753617793436,0.007665580017002927,0.49412662483007463,2.5889630597477526
Reiden,2014-2025,12,5.260902707723303,3.754823579391897,9.836263478603799e-05,0.4885894364656559,2.5704214892671717
Minusio,2014-2025,12,3.695202458525837,5.0220016649013655,9.299674497638456e-10,0.6955364664829033,2.5701480609419978
Wäldi,2014-2025,12,3.650338929385044,4.753385601472959,2.2740100372723982e-06,0.701677302674545,2.561359973818784
Montricher,2014-2025,12,6.102735775973622,6.504108943996267,0.010792106318378838,0.4154638385738253,2.5354660312878137
Vechigen,2014-2025,12,7.333677148610995,10.50315033964666,0.02262444793112545,0.3434287046284147,2.51859524331048
Le Noirmont,2014-2025,12,3.4841825229978696,2.6497904095038605,7.890566712290351e-16,0.7214227154020518,2.513568416697495
St. Stephan,2014-2025,12,3.4841825229978696,2.6497904095038605,7.890566712290351e-16,0.7214227154020518,2.513568416697495
Wolhusen,2014-2025,12,4.440356063853024,8.007132240229708,0.0002934562487411873,0.5623827826700031,2.4971797992352855
Gambarogno,2014-2025,12,3.3506904586995123,2.6497904095038605,7.2281787023889945e-09,0.7426686718600037,2.4884528327763533
Göschenen,2014-2024,11,6.698104177186659,0.0,0.018326619402027802,0.3712071972848321,2.4863844787352862
Büetigen,2014-2025,12,6.42593586675777,0.0,0.010965613000730647,0.3835013585071986,2.4643551345817376
Nendaz,2014-2025,12,2.9914293910561662,2.3109752547316065,6.282649851560054e-19,0.8235303304143075,2.463532834827555
Klingnau,2019-2025,7,8.259490797940373,20.093695517600274,0.1621189560834907,0.29572660340960344,2.4425511595677816
Starrkirch-Wil,2014-2025,12,6.561149530863886,3.754823579391897,1.5055420925594318e-05,0.36697502929169845,2.407778041275988
Bassersdorf,2014-2025,12,5.254062585164032,8.68669042424839,0.0008650918024863759,0.45328501761320494,2.3815878514569593
Grosswangen,2014-2025,12,3.423107306333595,2.6497904095038605,1.1314191718428576e-12,0.6921577307151889,2.369330185146444
Wolfwil,2014-2025,12,3.423107306333595,2.6497904095038605,1.1314191718428576e-12,0.6921577307151889,2.369330185146444
Teufenthal (AG),2014-2025,12,3.423107306333595,2.6497904095038605,1.1314191718428576e-12,0.6921577307151889,2.369330185146444
Rohrbachgraben,2016-2025,10,5.5629524594063895,8.00597388923061,0.016651765969212605,0.42340155066505236,2.355362697588632
Tannay,2016-2025,10,5.5629524594063895,8.00597388923061,0.016651765969212605,0.42340155066505236,2.355362697588632
Erlenbach im Simmental,2014-2025,12,4.303815960791124,8.68669042424839,0.003947136094604089,0.5419009162409147,2.332241812484983
Hüttwilen,2014-2025,12,5.140458087774569,10.50315033964666,0.008129509967129758,0.45277051611237273,2.327447861455712
Krattigen,2014-2025,12,4.5204165934982665,2.6497904095038605,0.0002274388928159019,0.5116103694540766,2.3126920034859864
Kirchberg (BE),2015-2025,11,4.094692884072382,4.137974399241062,8.33175101570755e-05,0.5636188401878733,2.307846054246414
Flühli,2014-2025,12,3.1320361329256974,2.049293216846504,1.4128064576109628e-10,0.7292187214767949,2.2839393844712017
Buchs (ZH),2014-2025,12,5.865013738838054,6.504108943996267,0.005221212322977888,0.38907094066928205,2.2819064124079844
Saxon,2014-2025,12,4.303815963749047,2.6497904095038605,3.837391249642248e-07,0.5246073604895207,2.2578135327750504
Russin,2017-2025,9,6.215251912561182,9.05077326652577,0.10568859533832607,0.36158897446480065,2.2473665651033885
Untervaz,2014-2022,9,6.215251912561182,9.05077326652577,0.10568859533832607,0.36158897446480065,2.2473665651033885
Solothurn,2014-2025,12,3.6132778786800657,4.529543349662268,9.149943301976153e-06,0.619205309938768,2.237360848762984
Kemmental,2015-2025,11,4.395684634834374,5.755705033825231,0.002730680857390713,0.5071827394865907,2.2294153750144114
Würenlos,2014-2025,12,4.303815963749047,5.219047997422743,2.2411688223194078e-05,0.5172467263799305,2.22613471819088
Rorbas,2014-2025,12,6.890898745030261,10.50315033964666,0.12604548705521051,0.3204315030378947,2.208061042151989
Gollion,2014-2025,12,6.890898745030261,10.50315033964666,0.12604548705521051,0.3204315030378947,2.208061042151989
Martigny-Combe,2014-2025,12,3.8927460972597583,2.6497904095038605,1.0492830401341131e-11,0.5568529452858897,2.167687129509249
Satigny,2014-2025,12,4.174517384002829,7.174210421216598,0.002456494168682104,0.5163531677591673,2.155525275095573
Rorschach,2014-2025,12,7.228282484586002,18.041741500940933,0.0484450409205136,0.2970338962870389,2.1470449098599382
Hermance,2016-2025,10,3.5067626499535542,3.24810319761204,6.7852229794168515e-06,0.6118700779046191,2.14568313582009
Les Breuleux,2014-2025,12,2.842147533458972,2.049293216846504,8.780644718850979e-22,0.7544002413235954,2.14411678511871
Dietikon,2014-2025,12,3.345941749268655,5.3697947111507105,0.0002865454028433943,0.6331425676447453,2.1184581503217066
Malters,2014-2025,12,2.912745143941331,1.411235032278224,1.6634550869663714e-06,0.7219262184441047,2.1027870870569942
Bottmingen,2014-2025,12,5.227652793224968,6.504108943996267,0.02232426529190141,0.39784342545716644,2.0797872943573457
Sargans,2014-2025,12,6.8027731585000195,17.690395624285273,0.022043121429634972,0.30523475069059325,2.076442769039413
Cham,2014-2025,12,4.0527881922755915,3.3994570872863505,5.000689461200296e-05,0.5082804754419594,2.059953109235397
Verzasca,2014-2025,12,4.228725854169357,0.9624246735063791,0.0009171001838551957,0.48334687179954516,2.0439414133106184
Affoltern im Emmental,2014-2025,12,5.661679833840472,10.50315033964666,0.005235294051052913,0.3593634069899203,2.0346005543750376
Madiswil,2014-2025,12,3.1056343479400894,2.6497904095038605,7.958406899475428e-09,0.6494409627387319,2.0169261608406854
Attiswil,2014-2025,12,3.1056343479400894,2.6497904095038605,7.958406899475428e-09,0.6494409627387319,2.0169261608406854
Vernier,2014-2025,12,3.2855071645077505,5.127552480934461,0.001651704509720455,0.6080956603909584,1.9979026489205658
Jenins,2014-2025,12,6.233333924222051,13.431252219546263,0.04328047406494978,0.31845076532848016,1.9850099587164907
Ormalingen,2014-2025,12,2.710760349583219,2.049293216846504,2.205583623969833e-16,0.7244871302028095,1.963910986337111
Wiesendangen,2014-2025,12,3.4374534876279172,6.504108943996267,0.0031162743907383653,0.5579340547496144,1.9178723623654474
Bern,2014-2025,12,2.6119368639047735,3.5479870213987796,4.47471344679303e-05,0.7237386441949649,1.8903596446052895
Birsfelden,2014-2025,12,2.7107603495704957,2.3109752547316065,2.089280996802817e-07,0.6933084921787026,1.8793931706185332
Klosters,2014-2025,12,4.303815963749069,7.430929827963428,0.004607764133044976,0.43586688597663703,1.8758908619358456
Terre di Pedemonte,2014-2025,12,3.441466936075832,4.512560478672212,0.0016251746378566825,0.5418037561793855,1.864599712733047
Kallnach,2014-2025,10,4.573823426985446,6.504108943996267,0.09134598928157744,0.40677594139575635,1.8605213302899692
Subingen,2014-2025,12,3.5027007906475616,3.754823579391897,0.0002708827993307432,0.5290967670253476,1.8532676641887535
Cugy (FR),2014-2025,12,3.5027007906475616,3.754823579391897,0.0002708827993307432,0.5290967670253476,1.8532676641887535
Obergösgen,2014-2025,12,3.5027007906475616,3.754823579391897,0.0002708827993307432,0.5290967670253476,1.8532676641887535
Brügg,2014-2025,12,4.812442330671884,3.754823579391897,0.0010699570927098505,0.3826505390475322,1.8414836519667588
Renens (VD),2014-2025,12,2.6615503281293806,4.5509560339658695,8.361716598510459e-05,0.68376092819377,1.8198641227961785
Gansingen,2014-2025,12,5.42186880874278,10.50315033964666,0.038138714656882663,0.3347882727302074,1.8151780934487827
Puplinge,2015-2025,11,4.622296650969693,7.177346253629313,0.023140335272138244,0.390296430008929,1.8040658813156996
Lommis,2015-2025,11,4.622296650969693,7.177346253629313,0.023140335272138244,0.390296430008929,1.8040658813156996
Kandersteg,2014-2025,12,3.95802512445238,3.217089051352806,4.811812307672747e-05,0.45127126784712945,1.7861430160824179
Berikon,2014-2025,12,3.7020875466434955,6.504108943996267,0.005564169843073018,0.48148031421520143,1.7824822752100944
Horgen,2014-2025,12,2.367586896647822,2.97777843955076,6.596613351515876e-11,0.7484727767395065,1.7720743387060662
