name,score,version
Belfaux,2530.120481927711,2
Dottingen,2530.12048192771,2
Zollikon,2530.12048192771,2
Kerzers,2524.096385542164,2
La Punt Chamues-ch,2499.999999999999,2
Rougemont,2457.8313253012043,2
Nottwil,2445.783132530121,2
Flawil,2409.6385542168673,2
Pieterlen,2409.6385542168673,2
Vouvry,2325.3012048192772,2
Munsterlingen,2301.2048192771085,2
Erlen,2265.060240963856,2
Menznau,2253.0120481927715,2
Laufelfingen,2228.9156626506024,2
Walchwil,2189.7590361445777,2
Dachsen,2180.7228915662654,2
Oberbuchsiten,2180.7228915662654,2
Hedingen,2168.6746987951806,2
Hendschiken,2168.6746987951806,2
Hunzenschwil,2156.626506024096,2
Sirnach,2084.33734939759,2
Lungern,2036.1445783132535,2
Airolo,2036.1445783132529,2
Hitzkirch,2012.0481927710846,2
Vufflens-la-Ville,2000.0,2
Rhazuns,1951.8072289156628,2
Boniswil,1939.7590361445782,2
Mels,1831.3253012048194,2
Boudry,1807.2289156626512,2
Egerkingen,1807.2289156626512,2
Schupfen,1807.2289156626512,2
Buchrain,1807.2289156626507,2
Faido,1783.132530120482,2
Rohrbach,1771.0843373493979,2
Evionnaz,1771.0843373493979,2
Wilen,1771.0843373493979,2
Ballwil,1710.8433734939758,2
Le Landeron,1686.7469879518073,2
Henggart,1686.7469879518073,2
Eschlikon,1686.7469879518073,2
Lengnau,1686.7469879518073,2
Klingnau,1674.6987951807232,2
Malans,1674.6987951807228,2
Lax,1674.6987951807228,2
Meiringen,1668.5393258426957,2
Magenwil,1662.6506024096386,2
Bussnang,1650.602409638554,2
Oberentfelden,1650.602409638554,2
Grengiols,1638.5542168674697,2
Jenaz,1614.4578313253014,2
Bitsch,1602.4096385542166,2
Rossiniere,1590.361445783132,2
Wurenlos,1578.3132530120483,2
Oberkirch,1578.3132530120479,2
Dompierre,1566.2650602409642,2
Hallwil,1566.2650602409642,2
Buckten,1506.0240963855422,2
Salgesch,1493.9759036144578,2
Erlenbach,1487.9518072289202,2
Oberried am Brienzersee,1457.8313253012047,2
Disentis,1445.7831325301206,2
Selzach,1445.7831325301204,2
Horn,1445.7831325301204,2
Bauma,1445.7831325301204,2
Dallenwil,1421.6867469879517,2
Guttingen,1409.6385542168675,2
Birrwil,1361.44578313253,2
Fischenthal,1349.3975903614457,2
Lachen,1325.3012048192768,2
Thalwil,1325.301204819272,2
Realp,1313.2530120481929,2
Grusch,1313.2530120481927,2
Bottighofen,1301.2048192771088,2
Meggen,1301.2048192771085,2
Wila,1289.1566265060244,2
Ringgenberg,1265.0602409638554,2
Ligerz,1265.0602409638554,2
Au,1240.9638554216872,2
Zell,1228.9156626506026,2
Oberdorf,1228.9156626506026,2
Kaltbrunn,1204.8192771084339,2
Schmerikon,1204.8192771084337,2
Ermensee,1204.8192771084337,2
Egnach,1204.8192771084337,2
Hinwil,1204.8192771084334,2
Bellach,1192.7710843373495,2
S-chanf,1192.7710843373495,2
Flums,1192.7710843373493,2
Oberruti,1168.6746987951806,2
Le Lieu,1156.6265060240964,2
Tecknau,1156.6265060240962,2
Schinznach,1144.578313253012,2
Tagerwilen,1120.4819277108434,2
Davos,1119.463373083474,2
Lupfig,1108.433734939759,2
Rivaz,1096.3855421686749,2
Renan,1084.3373493975903,2
Degersheim,1084.3373493975903,2
Lenk,1060.2409638554218,2
Murgenthal,1048.1927710843372,2
Ermatingen,1036.144578313253,2
Thurnen,1024.0963855421687,2
Feuerthalen,1012.0481927710845,2
Rothrist,1012.0481927710841,2
Glattfelden,987.9518072289156,2
Brienzwiler,987.9518072289155,2
Corgemont,975.9036144578314,2
Schmitten,963.8554216867469,2
Niederglatt,963.8554216867469,2
Reiden,963.8554216867469,2
Seftigen,963.8554216867469,2
Marstetten,951.8072289156628,2
Vernayaz,927.7108433734942,2
Cornaux,915.6626506024097,2
Gordola,915.6626506024097,2
Boltigen,903.6144578313254,2
Kolliken,903.614457831325,2
Uttwil,879.5180722891567,2
Massongex,867.4698795180724,2
Zaziwil,843.3734939759037,2
Wettingen,843.3734939759037,2
Rubigen,843.3734939759037,2
Wimmis,831.3253012048193,2
Bischofszell,783.132530120482,2
Madulain,783.1325301204819,2
Safenwil,783.1325301204819,2
Hauteville,783.1325301204819,2
Zizers,759.0361445783136,2
Ruthi,734.9397590361444,2
Brusio,722.8915662650601,2
Ilanz,722.8915662650599,2
Vernier,710.8433734939761,2
Rothenbrunnen,686.7469879518071,2
Faoug,674.6987951807229,2
Innertkirchen,666.666666666667,2
Oberrieden,662.650602409639,2
Trun,638.5542168674699,2
Freienbach,638.5542168674696,2
Wiler,614.4578313253011,2
Mannedorf,602.4096385542166,2
Wollerau,578.3132530120481,2
Burglen,554.2168674698796,2
Mammern,518.0722891566264,2
Uznach,481.9277108433747,2
Rumlingen,481.92771084337346,2
Frutigen,481.92771084337335,2
Stafa,481.9277108433732,2
Kehrsatz,481.9277108433729,2
Altnau,469.87951807228933,2
Morschwil,469.87951807228916,2
Oberwil,457.83132530120486,2
Kallnach,445.7831325301205,2
Balsthal,445.78313253012044,2
Sonvilier,433.7349397590362,2
Steinen,421.68674698795184,2
Entlebuch,421.6867469879517,2
Diepflingen,397.5903614457832,2
Trin,385.5421686746988,2
Brenzikofen,373.4939759036144,2
Muntschemier,373.4939759036144,2
Vallorbe,361.4457831325301,2
Cham,361.44578313252947,2
Wolhusen,331.32530120481044,2
Hospental,325.3012048192772,2
Kaufdorf,325.3012048192771,2
St Stephan,289.1566265060241,2
Fraschels,277.10843373493975,2
Cormoret,277.10843373493975,2
Boncourt,265.06024096385545,2
Bargen,265.06024096385545,2
Stabio,253.01204819277086,2
Vionnaz,240.96385542168673,2
Cremines,240.96385542168673,2
Wauwil,228.91566265060243,2
Courtelary,192.77108433734932,2
Dotzigen,180.72289156626505,2
Trimbach,180.72289156626496,2
Gampelen,168.67469879518075,2
Cressier,168.67469879518075,2
Werthenstein,156.62650602409636,2
Wynigen,144.57831325301194,2
Schlatt,132.53012048192772,2
Niederbipp,120.4819277108433,2
Otelfingen,114.45783132529999,2
Deitingen,108.43373493975905,2
Eggerberg,108.43373493975905,2
Hasle,96.38554216867468,2
Russin,84.33734939759036,2
Aefligen,72.28915662650607,2
Berlingen,72.28915662650599,2
Ependes,48.19277108433734,2
Eschenz,48.19277108433734,2
Bavois,36.144578313253014,2
Holderbank,24.09638554216865,2
Grandval,10.843373493975905,2
Schanis,7.799219758175748e-14,2
Concise,0.0,2
Oron,0.0,2
Corcelles,0.0,2
Fideris,0.0,2
Furna,0.0,2
Urdorf,-4.4119049431761417e-13,2
Frick,-6.239375806540599e-13,2
Duggingen,-12.048192771084345,2
Lommiswil,-12.048192771084345,2
Henniez,-18.072289156626503,2
Bettwiesen,-24.09638554216867,2
Steinach,-24.096385542168765,2
Villeret,-36.14457831325299,2
Court,-48.19277108433734,2
Biberist,-60.24096385542168,2
Sisikon,-72.28915662650603,2
Sorvilier,-72.28915662650603,2
Mellikon,-73.49397590361448,2
Ausserberg,-84.33734939759037,2
Darstetten,-96.38554216867472,2
Cortebert,-108.43373493975899,2
Huttwil,-120.48192771084337,2
Winkel,-120.48192771084337,2
Sissach,-120.48192771084337,2
Bubikon,-120.48192771084337,2
Birr,-132.53012048192767,2
Lutisburg,-144.57831325301206,2
Eclepens,-168.6746987951807,2
Felsberg,-192.77108433734935,2
Courchavon,-198.7951807228916,2
Rheineck,-240.96385542168673,2
Dinhard,-253.01204819277112,2
Berg,-253.01204819277112,2
Bowil,-265.06024096385545,2
Reichenbach im Kandertal,-301.2048192771084,2
Madiswil,-313.2530120481929,2
Oberriet,-349.3975903614456,2
Pratteln,-349.3975903614531,2
Steffisburg,-361.44578313253027,2
Ruschlikon,-361.4457831325304,2
Bretonnieres,-362.65060240963857,2
Lengwil,-385.54216867469887,2
Steckborn,-385.54216867469887,2
Kesswil,-397.59036144578323,2
Stammheim,-409.6385542168673,2
Stalden,-421.6867469879517,2
Muhlau,-433.73493975903614,2
Cazis,-433.73493975903614,2
Uetendorf,-433.7349397590376,2
Diessenhofen,-469.87951807228933,2
Studen,-493.97590361445793,2
Wangen,-506.02409638554207,2
Sevelen,-518.0722891566264,2
Walkringen,-554.2168674698796,2
Aarberg,-578.3132530120482,2
Biglen,-590.3614457831327,2
Kusnacht,-602.4096385542146,2
Worb,-638.5542168674699,2
Reichenburg,-650.6024096385543,2
Bettlach,-662.6506024096385,2
Langendorf,-674.6987951807229,2
Balerna,-686.7469879518071,2
Neuenegg,-795.1807228915663,2
Rafz,-843.373493975904,2
Lotzwil,-843.373493975904,2
Toffen,-843.373493975904,2
Rheinfelden,-849.3975903614519,2
Ebnat-Kappel,-855.4216867469881,2
Kiesen,-891.566265060241,2
Zollikofen,-963.8554216867469,2
Steinerberg,-975.903614457831,2
Eiken,-987.9518072289155,2
Oberdiessbach,-1012.0481927710848,2
Burgistein,-1024.0963855421687,2
Rothenburg,-1065.989847715736,2
Ossingen,-1072.289156626506,2
Zweisimmen,-1084.3373493975903,2
Hunenberg,-1102.4096385542143,2
Gerlafingen,-1120.4819277108434,2
Trubschachen,-1132.530120481928,2
Wichtrach,-1204.8192771084337,2
Seon,-1302.6315789473683,2
Ostermundigen,-1325.3012048192777,2
Neuenhof,-1325.3012048192777,2
Heimberg,-1421.6867469879521,2
Wil,-1445.7831325301229,2
Kloten,-1445.7831325301283,2
Mumpf,-1530.1204819277114,2
Fehraltorf,-1566.2650602409637,2
Meilen,-1566.2650602409637,2
Altendorf,-1614.4578313253016,2
Frauenfeld,-1686.7469879518083,2
Baar,-1718.875502008032,2
Muolen,-1722.8915662650606,2
Laufenburg,-1783.1325301204818,2
La Neuveville,-1807.2289156626512,2
Sulgen,-1807.2289156626512,2
Mohlin,-1807.2289156626518,2
Laufen,-1807.2289156626518,2
Buren,-1831.3253012048194,2
Oberburg,-1927.7108433734938,2
Hindelbank,-1927.7108433734938,2
Schupfheim,-1927.7108433734938,2
Grellingen,-1927.7108433734938,2
Aadorf,-1927.7108433734938,2
Grosshochstetten,-1975.9036144578317,2
Zwingen,-2048.1927710843374,2
Signau,-2240.9638554216867,2
Utzenstorf,-2361.44578313253,2
Bassersdorf,-2409.6385542168673,2
Uttigen,-2481.9277108433735,2
Reconvilier,-2554.216867469879,2
Moutier,-2650.6024096385554,2
Koniz,-2650.6024096385554,2
Kaiseraugst,-3012.0481927710844,2
Grenchen,-3132.5301204819207,2
Gelterkinden,-3132.530120481926,2
Munsingen,-3132.530120481926,2
Laupen,-3132.5301204819275,2
Biel,-3310.2409638554,2
Burgdorf,-3574.297188754997,2
Hagendorf,-3614.4578313253023,2
Belp,-3734.93975903615,2
Opfikon,-3855.4216867469877,2
Basel,-4124.497991967899,2
Stein,-4216.867469879519,2
Schwerzenbach,-4337.349397590361,2
Domat,-4674.157303370789,2
Solothurn,-4686.746987951828,2
Schwarzenburg,-4819.277108433735,2
Schwyz,-5421.686746987952,2
Oensingen,-5542.168674698795,2
Konolfingen,-5542.168674698795,2
Niederhasli,-5542.168674698796,2
Seuzach,-5542.168674698796,2
Rupperswil,-6385.542168674699,2
Tavannes,-6867.469879518072,2
Sonceboz-Sombeval,-6867.469879518072,2
Dietlikon,-6867.469879518075,2
Lyss,-8602.409638554222,2
Herzogenbuchsee,-9518.072289156624,2
Langenthal,-13777.108433734986,2
Wallisellen,-14457.83132530121,2
Fluelen,-14506.024096385545,2
Gossau,-15301.204819277109,2
Thun,-15301.204819277109,2
Zurich,-17321.59406858199,2
Erstfeld,-26566.265060240967,2
Liestal,-27349.397590361456,2
Bern,-49324.4680851065,2
Luzern,-77397.05882352937,2
Vevey,-151894.73684210528,2
